feedback_id,user_id,product_id,rating,date,category,summary,positive_score,comment
75,8628,60,5.0,2023-03-06,接客・サービス,店内の清潔さと接客の良さが印象的で再訪したい。,0.85,店内は綺麗だし、お店の人も気持ちいい対応してくれて良いですね。また利用したいと思います。
77,9468,7,5.0,2023-07-10,コスパ・お得感,価格に対して高品質で最もお得なサービス。,0.95,価格に対して商品やサービスのクオリティが非常に高いです。どこに行ってもここが一番お得だと思います。
80,8930,22,5.0,2023-11-03,店舗設備・環境,広々とした店内で商品が見やすく配置され、快適に買い物できた。,0.95,店内はとても広々としていて、通路も広くて歩きやすかったです。商品が綺麗に陳列されていて、どこに何があるかが一目でわかり、とても快適に買い物できました！
81,5281,85,5.0,2023-03-25,コスパ・お得感,価格に対して高品質で最もお得なサービス。,0.95,価格に対して商品やサービスのクオリティが非常に高いです。どこに行ってもここが一番お得だと思います。
82,774,77,5.0,2023-12-21,コスパ・お得感,セールが充実しており、毎回お得に買い物ができる。,0.95,セールが大変充実していて、欲しかった商品が驚きの価格で手に入ることが多いです。毎回訪れるたびにお得な買い物ができて、本当にありがたいです。
83,163,16,5.0,2023-09-08,店舗設備・環境,広々とした店内で商品が見やすく快適に買い物できた。,0.95,店内はとても広々としていて、通路も広くて歩きやすかったです。商品が綺麗に陳列されていて、どこに何があるかが一目でわかり、とても快適に買い物できました！
84,6408,90,5.0,2023-10-22,コスパ・お得感,価格に対して高品質で最もお得なサービス。,0.95,価格に対して商品やサービスのクオリティが非常に高いです。どこに行ってもここが一番お得だと思います。
88,9261,20,5.0,2023-08-23,コスパ・お得感,セールや特売の割引が嬉しいが、もっと頻繁に開催してほしい。,0.75,セールや特売がたまに行われていて、割引もあるので嬉しいです。もっと頻繁にやってくれるとありがたいですね。
89,9213,43,5.0,2023-08-17,接客・サービス,店内の清潔さと接客の良さが印象的で再訪したい。,0.85,店内は綺麗だし、お店の人も気持ちいい対応してくれて良いですね。また利用したいと思います。
97,6679,10,5.0,2023-05-30,コスパ・お得感,価格に対して高品質で最もお得なサービス。,0.95,価格に対して商品やサービスのクオリティが非常に高いです。どこに行ってもここが一番お得だと思います。
98,5315,92,5.0,2023-07-12,店舗設備・環境,広々とした店内で商品が見やすく快適に買い物できた。,0.95,店内はとても広々としていて、通路も広くて歩きやすかったです。商品が綺麗に陳列されていて、どこに何があるかが一目でわかり、とても快適に買い物できました！
99,6836,29,5.0,2023-06-20,コスパ・お得感,高いポイント還元率と割引制度で利用するほどお得になる。,0.95,ポイント還元率が非常に高くて、割引制度も素晴らしい！何度も利用しているうちに、どんどんお得になっていく感覚があって、絶対にお得感があります。
101,1593,43,5.0,2023-10-16,品揃え・在庫,この店は珍しい商品が豊富で欲しいものが見つかる。,0.95,ここに来ると、本当に欲しかった商品がいつも見つかる！他の店では見かけないような珍しい商品まで取り揃えていて、毎回驚かされます。
103,383,65,5.0,2023-01-11,コスパ・お得感,ポイント還元率と割引制度が充実し、利用するほどお得になる。,0.95,ポイント還元率が非常に高くて、割引制度も素晴らしい！何度も利用しているうちに、どんどんお得になっていく感覚があって、絶対にお得感があります。
104,9418,38,5.0,2023-06-07,接客・サービス,スタッフの対応は親切だが、接客速度に改善の余地あり。,0.85,スタッフの対応はとても良かったです。商品について詳しく説明してくれたり、質問にも親切に答えてくれたので安心して買い物ができました。ただ、もう少しスピードが速ければ、さらに良かったと思います。
105,9092,40,5.0,2023-08-28,コスパ・お得感,セールや特売の割引が嬉しいが、もっと頻繁に実施してほしい。,0.75,セールや特売がたまに行われていて、割引もあるので嬉しいです。もっと頻繁にやってくれるとありがたいですね。
106,7499,22,5.0,2023-06-27,品質,新鮮で高品質な食材、特に肉と魚が自慢の店。,0.95,ここのお店の食材は本当に新鮮で美味しい！特にお肉や魚は質が高くて、他のどの店でも同じクオリティは見たことがない。信頼しています。
107,8297,18,5.0,2023-11-04,店舗設備・環境,広々とした店内で商品が見やすく快適に買い物できた。,0.95,店内はとても広々としていて、通路も広くて歩きやすかったです。商品が綺麗に陳列されていて、どこに何があるかが一目でわかり、とても快適に買い物できました！
110,102,53,5.0,2023-04-15,品質,新鮮で高品質な食材、特に肉と魚が自慢の店。,0.95,ここのお店の食材は本当に新鮮で美味しい！特にお肉や魚は質が高くて、他のどの店でも同じクオリティは見たことがない。信頼しています。
113,9202,74,5.0,2023-05-26,コスパ・お得感,セールや特売の割引が嬉しいが、もっと頻繁に開催してほしい。,0.75,セールや特売がたまに行われていて、割引もあるので嬉しいです。もっと頻繁にやってくれるとありがたいですね。
114,9960,82,5.0,2023-08-08,接客・サービス,店員の親切で丁寧な対応に感動した。,0.95,店員さんがとても親切でした。困っているとすぐに気づいて、丁寧に説明してくれました。あんなに親身に対応してもらえたのは初めてで、感動しました！
116,3241,35,5.0,2023-05-15,コスパ・お得感,ポイント還元率が高く、割引制度も充実した非常にお得なサービス。,0.95,ポイント還元率が非常に高くて、割引制度も素晴らしい！何度も利用しているうちに、どんどんお得になっていく感覚があって、絶対にお得感があります。
117,3603,69,5.0,2023-10-06,品揃え・在庫,他店にない珍しい商品が豊富に揃っている。,0.95,ここに来ると、本当に欲しかった商品がいつも見つかる！他の店では見かけないような珍しい商品まで取り揃えていて、毎回驚かされます。
119,7930,88,5.0,2023-02-28,コスパ・お得感,セールや特売の割引が嬉しいが、もっと頻繁に開催を希望。,0.75,セールや特売がたまに行われていて、割引もあるので嬉しいです。もっと頻繁にやってくれるとありがたいですね。
122,2787,82,5.0,2023-06-26,品揃え・在庫,他店にない珍しい商品が豊富に揃っている。,0.95,ここに来ると、本当に欲しかった商品がいつも見つかる！他の店では見かけないような珍しい商品まで取り揃えていて、毎回驚かされます。
125,8171,82,5.0,2023-05-30,コスパ・お得感,セールが充実しており、欲しい商品がお得に購入できる。,0.95,セールが大変充実していて、欲しかった商品が驚きの価格で手に入ることが多いです。毎回訪れるたびにお得な買い物ができて、本当にありがたいです。
128,8821,44,5.0,2023-09-17,コスパ・お得感,価格に対して高品質で最もお得なサービス。,0.95,価格に対して商品やサービスのクオリティが非常に高いです。どこに行ってもここが一番お得だと思います。
130,5604,23,5.0,2023-01-30,コスパ・お得感,高いポイント還元率と割引制度で利用するほどお得になる。,0.95,ポイント還元率が非常に高くて、割引制度も素晴らしい！何度も利用しているうちに、どんどんお得になっていく感覚があって、絶対にお得感があります。
131,1837,71,5.0,2023-08-09,コスパ・お得感,セールや特売の割引が嬉しいが、もっと頻繁に希望。,0.75,セールや特売がたまに行われていて、割引もあるので嬉しいです。もっと頻繁にやってくれるとありがたいですね。
132,8871,10,5.0,2023-02-26,品揃え・在庫,他店にない珍しい商品が豊富に揃っている。,0.95,ここに来ると、本当に欲しかった商品がいつも見つかる！他の店では見かけないような珍しい商品まで取り揃えていて、毎回驚かされます。
133,7021,68,5.0,2023-09-09,接客・サービス,店内の清潔さと接客の良さが印象的で再訪したい。,0.85,店内は綺麗だし、お店の人も気持ちいい対応してくれて良いですね。また利用したいと思います。
134,2956,17,5.0,2023-01-14,コスパ・お得感,他店より安価で高品質な商品が購入でき満足感がある。,0.95,この店の価格は本当に素晴らしい！他の店では考えられないほど安くて、高品質の商品が手に入ります。特にお得感があり、いつも満足しています。
135,2163,3,5.0,2023-11-05,品質,新鮮で高品質な食材、特に肉と魚が自慢の店。,0.95,ここのお店の食材は本当に新鮮で美味しい！特にお肉や魚は質が高くて、他のどの店でも同じクオリティは見たことがない。信頼しています。
136,3310,63,5.0,2023-12-05,コスパ・お得感,高いポイント還元率と割引制度で、利用するほどお得になる。,0.95,ポイント還元率が非常に高くて、割引制度も素晴らしい！何度も利用しているうちに、どんどんお得になっていく感覚があって、絶対にお得感があります。
139,9971,43,5.0,2023-02-22,接客・サービス,スタッフの対応は親切だが、接客速度に改善の余地あり。,0.85,スタッフの対応はとても良かったです。商品について詳しく説明してくれたり、質問にも親切に答えてくれたので安心して買い物ができました。ただ、もう少しスピードが速ければ、さらに良かったと思います。
140,653,53,5.0,2023-05-19,コスパ・お得感,高品質な商品が他店より安く購入できる。,0.95,この店の価格は本当に素晴らしい！他の店では考えられないほど安くて、高品質の商品が手に入ります。特にお得感があり、いつも満足しています。
141,8673,65,5.0,2023-11-23,コスパ・お得感,セールや特売の割引が嬉しいが、もっと頻繁に開催してほしい。,0.75,セールや特売がたまに行われていて、割引もあるので嬉しいです。もっと頻繁にやってくれるとありがたいですね。
142,233,57,5.0,2023-02-09,接客・サービス,店員の親切で丁寧な対応に感動した。,0.95,店員さんがとても親切でした。困っているとすぐに気づいて、丁寧に説明してくれました。あんなに親身に対応してもらえたのは初めてで、感動しました！
143,8826,38,5.0,2023-02-23,コスパ・お得感,この店は他店より安く高品質な商品が購入でき満足感がある。,0.95,この店の価格は本当に素晴らしい！他の店では考えられないほど安くて、高品質の商品が手に入ります。特にお得感があり、いつも満足しています。
144,2537,75,5.0,2023-12-22,コスパ・お得感,セールが充実しており、欲しい商品がお得に購入できる。,0.95,セールが大変充実していて、欲しかった商品が驚きの価格で手に入ることが多いです。毎回訪れるたびにお得な買い物ができて、本当にありがたいです。
147,3671,88,5.0,2023-07-06,コスパ・お得感,価格に対して高品質で最もお得なサービス。,0.95,価格に対して商品やサービスのクオリティが非常に高いです。どこに行ってもここが一番お得だと思います。
148,3176,9,5.0,2023-04-03,接客・サービス,スタッフの対応は親切だが、接客速度に改善の余地あり。,0.85,スタッフの対応はとても良かったです。商品について詳しく説明してくれたり、質問にも親切に答えてくれたので安心して買い物ができました。ただ、もう少しスピードが速ければ、さらに良かったと思います。
149,8771,85,5.0,2023-04-25,コスパ・お得感,他店より安価で高品質な商品が購入でき満足感がある。,0.95,この店の価格は本当に素晴らしい！他の店では考えられないほど安くて、高品質の商品が手に入ります。特にお得感があり、いつも満足しています。
150,5510,57,5.0,2023-11-10,コスパ・お得感,セールが充実しており、欲しい商品がお得に購入できる。,0.95,セールが大変充実していて、欲しかった商品が驚きの価格で手に入ることが多いです。毎回訪れるたびにお得な買い物ができて、本当にありがたいです。
151,252,56,5.0,2023-10-20,コスパ・お得感,セールや特売の割引が嬉しいが、もっと頻繁に開催してほしい。,0.75,セールや特売がたまに行われていて、割引もあるので嬉しいです。もっと頻繁にやってくれるとありがたいですね。
152,9173,16,5.0,2023-05-30,接客・サービス,スタッフの対応は親切だが、接客速度に改善の余地あり。,0.85,スタッフの対応はとても良かったです。商品について詳しく説明してくれたり、質問にも親切に答えてくれたので安心して買い物ができました。ただ、もう少しスピードが速ければ、さらに良かったと思います。
153,4786,68,5.0,2023-06-03,コスパ・お得感,高いポイント還元率と割引制度で利用するほどお得になる。,0.95,ポイント還元率が非常に高くて、割引制度も素晴らしい！何度も利用しているうちに、どんどんお得になっていく感覚があって、絶対にお得感があります。
154,4732,96,5.0,2023-02-15,品質,新鮮で高品質な食材、特に肉と魚が自慢の店。,0.95,ここのお店の食材は本当に新鮮で美味しい！特にお肉や魚は質が高くて、他のどの店でも同じクオリティは見たことがない。信頼しています。
155,9950,17,5.0,2023-03-16,コスパ・お得感,セールや特売の割引が嬉しいが、もっと頻繁に開催を希望。,0.75,セールや特売がたまに行われていて、割引もあるので嬉しいです。もっと頻繁にやってくれるとありがたいですね。
157,2117,3,5.0,2023-09-07,接客・サービス,店員の親切で丁寧な対応に感動した。,0.95,店員さんがとても親切でした。困っているとすぐに気づいて、丁寧に説明してくれました。あんなに親身に対応してもらえたのは初めてで、感動しました！
159,9120,47,5.0,2023-08-19,コスパ・お得感,価格に対して高品質で最もお得なサービス。,0.95,価格に対して商品やサービスのクオリティが非常に高いです。どこに行ってもここが一番お得だと思います。
161,118,72,5.0,2023-06-15,コスパ・お得感,セールや特売の割引が嬉しいが、もっと頻繁に開催してほしい。,0.75,セールや特売がたまに行われていて、割引もあるので嬉しいです。もっと頻繁にやってくれるとありがたいですね。
164,6499,55,5.0,2023-09-20,接客・サービス,店員の親切で丁寧な対応に感動した。,0.95,店員さんがとても親切でした。困っているとすぐに気づいて、丁寧に説明してくれました。あんなに親身に対応してもらえたのは初めてで、感動しました！
165,4130,62,5.0,2023-09-28,コスパ・お得感,価格に対して高品質で最もお得なサービス。,0.95,価格に対して商品やサービスのクオリティが非常に高いです。どこに行ってもここが一番お得だと思います。
166,1267,2,5.0,2023-09-12,品揃え・在庫,他店にない珍しい商品が豊富に揃っている。,0.95,ここに来ると、本当に欲しかった商品がいつも見つかる！他の店では見かけないような珍しい商品まで取り揃えていて、毎回驚かされます。
167,7619,3,5.0,2023-09-21,コスパ・お得感,セールが充実しており、欲しい商品がお得に購入できる。,0.95,セールが大変充実していて、欲しかった商品が驚きの価格で手に入ることが多いです。毎回訪れるたびにお得な買い物ができて、本当にありがたいです。
168,2362,76,5.0,2023-06-11,品質,新鮮で高品質な食材、特に肉と魚が魅力的。,0.95,ここのお店の食材は本当に新鮮で美味しい！特にお肉や魚は質が高くて、他のどの店でも同じクオリティは見たことがない。信頼しています。
169,139,79,5.0,2023-06-18,接客・サービス,店内の清潔さと接客の良さが印象的で再訪したい。,0.85,店内は綺麗だし、お店の人も気持ちいい対応してくれて良いですね。また利用したいと思います。
171,1895,41,5.0,2023-09-11,品質,新鮮で高品質な食材、特に肉と魚が自慢のお店。,0.95,ここのお店の食材は本当に新鮮で美味しい！特にお肉や魚は質が高くて、他のどの店でも同じクオリティは見たことがない。信頼しています。
172,7838,28,5.0,2023-12-14,コスパ・お得感,セールが充実しており、欲しい商品がお得に購入できる。,0.95,セールが大変充実していて、欲しかった商品が驚きの価格で手に入ることが多いです。毎回訪れるたびにお得な買い物ができて、本当にありがたいです。
173,4961,82,5.0,2023-10-17,店舗設備・環境,広々とした店内で商品が見やすく快適に買い物できた。,0.95,店内はとても広々としていて、通路も広くて歩きやすかったです。商品が綺麗に陳列されていて、どこに何があるかが一目でわかり、とても快適に買い物できました！
175,5543,99,5.0,2023-01-20,品質,新鮮で高品質な食材、特に肉と魚が魅力的。,0.95,ここのお店の食材は本当に新鮮で美味しい！特にお肉や魚は質が高くて、他のどの店でも同じクオリティは見たことがない。信頼しています。
176,429,38,5.0,2023-02-11,接客・サービス,店内の清潔さと接客の良さが印象的で再訪したい。,0.85,店内は綺麗だし、お店の人も気持ちいい対応してくれて良いですね。また利用したいと思います。
177,3494,54,5.0,2023-07-30,コスパ・お得感,他店より安価で高品質な商品が購入でき満足感がある。,0.95,この店の価格は本当に素晴らしい！他の店では考えられないほど安くて、高品質の商品が手に入ります。特にお得感があり、いつも満足しています。
178,7306,19,5.0,2023-06-07,コスパ・お得感,ポイント還元率と割引制度が優れており、利用するほどお得になる。,0.95,ポイント還元率が非常に高くて、割引制度も素晴らしい！何度も利用しているうちに、どんどんお得になっていく感覚があって、絶対にお得感があります。
180,4818,14,5.0,2023-06-30,コスパ・お得感,ポイント還元率が高く、割引制度も充実した非常にお得なサービス。,0.95,ポイント還元率が非常に高くて、割引制度も素晴らしい！何度も利用しているうちに、どんどんお得になっていく感覚があって、絶対にお得感があります。
181,4013,13,5.0,2023-02-07,コスパ・お得感,高いポイント還元率と割引制度で利用するほどお得になる。,0.95,ポイント還元率が非常に高くて、割引制度も素晴らしい！何度も利用しているうちに、どんどんお得になっていく感覚があって、絶対にお得感があります。
182,8144,7,5.0,2023-01-21,コスパ・お得感,セールや特売の割引が嬉しいが、もっと頻繁に開催してほしい。,0.75,セールや特売がたまに行われていて、割引もあるので嬉しいです。もっと頻繁にやってくれるとありがたいですね。
183,9037,96,5.0,2023-08-08,店舗設備・環境,広々とした店内で商品が見やすく配置され、快適に買い物できた。,0.95,店内はとても広々としていて、通路も広くて歩きやすかったです。商品が綺麗に陳列されていて、どこに何があるかが一目でわかり、とても快適に買い物できました！
184,2889,98,5.0,2023-07-09,店舗設備・環境,広々とした店内で商品が見やすく配置され快適に買い物できた。,0.95,店内はとても広々としていて、通路も広くて歩きやすかったです。商品が綺麗に陳列されていて、どこに何があるかが一目でわかり、とても快適に買い物できました！
186,6430,47,5.0,2023-10-10,接客・サービス,店員の親切で丁寧な対応に感動した。,0.95,店員さんがとても親切でした。困っているとすぐに気づいて、丁寧に説明してくれました。あんなに親身に対応してもらえたのは初めてで、感動しました！
190,4578,44,5.0,2023-05-25,品揃え・在庫,この店は珍しい商品も豊富で欲しいものが見つかる。,0.95,ここに来ると、本当に欲しかった商品がいつも見つかる！他の店では見かけないような珍しい商品まで取り揃えていて、毎回驚かされます。
192,1526,49,5.0,2023-04-09,コスパ・お得感,セールが充実しており、欲しい商品がお得に購入できる。,0.95,セールが大変充実していて、欲しかった商品が驚きの価格で手に入ることが多いです。毎回訪れるたびにお得な買い物ができて、本当にありがたいです。
194,8769,20,5.0,2023-01-26,接客・サービス,店員の親切で丁寧な対応に感動した。,0.95,店員さんがとても親切でした。困っているとすぐに気づいて、丁寧に説明してくれました。あんなに親身に対応してもらえたのは初めてで、感動しました！
195,5465,39,5.0,2023-10-07,接客・サービス,店員の親切で丁寧な対応に感動した。,0.95,店員さんがとても親切でした。困っているとすぐに気づいて、丁寧に説明してくれました。あんなに親身に対応してもらえたのは初めてで、感動しました！
196,9023,8,5.0,2023-07-10,品揃え・在庫,この店は珍しい商品が豊富で欲しいものが必ず見つかる。,0.95,ここに来ると、本当に欲しかった商品がいつも見つかる！他の店では見かけないような珍しい商品まで取り揃えていて、毎回驚かされます。
200,2927,17,5.0,2023-06-25,店舗設備・環境,広々とした店内で商品が見やすく快適に買い物できた。,0.95,店内はとても広々としていて、通路も広くて歩きやすかったです。商品が綺麗に陳列されていて、どこに何があるかが一目でわかり、とても快適に買い物できました！
