review_id,user_id,review_date,review,pos_food_and_beverages_summary,pos_inflight_entertainment_summary,pos_wifi_connectivity_summary,pos_value_for_money_summary,pos_ground_service_summary,pos_cabin_staff_service_summary,pos_seat_comfort_summary,neg_food_and_beverages_summary,neg_inflight_entertainment_summary,neg_wifi_connectivity_summary,neg_value_for_money_summary,neg_ground_service_summary,neg_cabin_staff_service_summary,neg_seat_comfort_summary,flight_id,flight_date,route_id,seat_type,is_recommended,rating_overall,rating_seat_comfort,rating_cabin_staff_service,rating_ground_service,rating_value_for_money,rating_food_beverages,rating_ife,rating_wifi_connectivity
109,20,2025-05-08,最近、海外旅行で成田からパリまで飛行機を利用しました。私は足の長いほうなので、足元が広い席を事前にリクエストしておきました。実際、足元が広く、移動も楽だったため、他の乗客のことを気にせずにリラックスできました。ただ、チェックイン時、スタッフが私のフライト時間を誤って伝え、その結果、搭乗ゲートに到着した際に慌ててしまいました。もっと正確な情報を提供してほしいと思いました。全体的に見ると、価格が高くて、サービスや座席の快適さがそれに見合わなかったように感じました。支払った金額が無駄に思えたのが残念です。,-,-,-,-,-,-,足元が広い席をリクエストしておいたおかげで、実際に足元が広く、移動も楽で、他の乗客を気にせずリラックスできました。,-,-,-,価格が高いわりに、サービスや座席の快適さが見合わず、支払った金額が無駄に感じた。,チェックイン時にスタッフがフライト時間を誤って伝えたため、搭乗ゲートで慌ててしまい、もっと正確な情報提供を望みます。,-,価格が高いわりに座席の快適さがそれに見合わず、支払った金額が無駄に感じた。,E260-E3,2025-05-07,NRT-LHR,Premium Economy,False,3,4,4,3,4,3,3,3
110,88,2024-11-26,最近、左手に不自由な部分が出てきてしまい、普段の生活でも不便を感じることが増えてきました。そんな中、友人の結婚式に出席するために航空会社を利用しました。搭乗した機内で、リモコン一体型のスクリーンを操作しようとしたのですが、左手の不自由さゆえに操作が困難で、バリアフリー設計がまるで考慮されていないと感じました。一方で、フライト中には数回、飲み物や食事を注文しましたが、どれもタイミング良く提供され、サービスが素晴らしいと感じました。,フライト中に注文した飲み物や食事はタイミング良く提供され、素晴らしいサービスだった。,-,-,-,-,フライト中に注文した飲み物や食事がタイミング良く提供され、素晴らしいと感じました。,-,-,-,-,-,-,-,-,B905-12,2024-11-25,NRT-LHR,Economy Class,True,3,1,4,3,4,3,4,3
81,2,2025-02-11,私は普段あまり海外旅行に行く機会がないのですが、貯金を頑張ってついに初めての海外旅行でアジアの某国に来ました。楽しみにしていたフライトだったのですが、荷物を受け取る際、破損しているのを発見。スタッフに伝えたが、謝罪すらなく、何の補償もなかったので非常に失望しました。機内ではいろんな作品を見ようと思っていたのに、ディスプレイのタッチパネルが反応せず、せっかくの旅行が残念なものになってしまいました。,-,-,-,-,-,-,-,-,-,-,-,荷物が破損していたのにスタッフは謝罪も補償もせず、非常に失望しました。,-,-,S360-TP,2025-02-10,HND-LHR,Premium Economy,False,2,1,3,3,4,3,4,1
82,47,2025-01-23,最近、家族でアメリカに旅行に行くために、航空会社を利用しました。私は仕事が忙しく、なかなかまとまった休みが取れなかったので、今回の旅行は妻と子供たちにとって、とても楽しみにしていたイベントでした。私は長時間のフライトになることを覚悟していましたが、実際搭乗してみると、食事が思ってたより美味しかったです。量もちょうど良く満たされました。しかし、フライト中に隣の乗客が子供に対して注意を促すよう私に依頼してきました。その乗客に何か問題があった時に、スタッフが無関心な態度を取っていた。問題が解決するまで何も手を貸してくれず、無言で座っているだけだった。機内スタッフにはもう少し責任感を持ってほしいと思いました。,機内食は予想以上に美味しく、量もちょうど良かった。,-,-,機内食が予想以上に美味しく、量も適切で満足できた。,-,-,-,-,-,-,-,-,隣の乗客とのトラブル時にスタッフが無関心な態度で、問題解決まで何の手助けもせず無言で座っているだけだった。,-,B905-12,2025-01-22,NRT-SIN,Business Class,False,4,3,3,4,3,4,2,4
83,59,2025-04-13,私は普段、海外のクライアントとのやり取りが多く、移動中も仕事をすることが多い。最近利用した航空会社では、機内でWi-Fi接続が途中で切れてしまい、作業が進まなかった。お金を払って利用する価値が全く感じられなかった。一方、機内の飲み物サービスは非常に良かった。スタッフがこまめに水やお茶を提供してくれたおかげで、長時間のフライトでも喉が乾くことがなかった。サービスには満足しているだけに、ネット環境の改善を期待したい。,スタッフがこまめに水やお茶を提供してくれたおかげで、長時間のフライトでも喉が乾くことがなかった。,-,-,-,-,スタッフがこまめに水やお茶を提供してくれたおかげで、長時間のフライトでも喉が乾くことがなかった。,-,-,-,機内Wi-Fi接続が途中で切れてしまい作業が進まず、料金を支払った価値が全く感じられなかった。,機内Wi-Fiが途中で切断され作業が進まず、料金を支払った価値が全く感じられなかった。,-,-,-,S450-XLR,2025-04-12,HND-CTS,Premium Economy,True,3,4,3,3,3,2,4,3
84,61,2025-03-01,ニューヨークへの一人旅で深夜便を利用したが、寝付けず映画を観ようとしたら、途中で再生が止まり最初からになってしまい、結局6時間ひたすら時計を見て過ごした。しかし飛行機内にはリモートワークで使えるWi-Fiがあり、仕事の進捗が非常に良かった。空港内ではちょっとした質問をした際、スタッフがとても親切に教えてくれ、わかりやすい案内と優しい態度に安心できた。,-,-,機内Wi-Fiが利用できたおかげでリモートワークの進捗が非常に良かった。,機内Wi-Fiが利用できたおかげでリモートワークの進捗が非常に良かった。,空港スタッフがちょっとした質問に対して親切に教えてくれ、わかりやすい案内と優しい態度で安心感を与えてくれました。,-,-,-,-,-,-,-,-,-,B845-9,2025-02-28,NRT-LHR,Business Class,True,4,1,3,3,3,4,3,3
85,70,2025-02-05,最近海外旅行でよく飛行機を利用するようになった。先月は仕事でアメリカに行ったが、その時乗った飛行機の機内Wi-Fiがあまりにも遅く、せっかくの旅行中に重要な情報を探すことができなかった。お金を払う意味がなかった。同じ便で乗り合わせた友人は映画を観ていたが、映像が壊れていて、音声と合わず楽しめないと言っていた。設備の整備が必要です。しかし、今回のフライトではWi-Fi接続が非常にスムーズで、フライト中も仕事が進められて助かった。特にプログラミングをしていたので、スピーディな接続は重要だった。,-,今回のフライトではWi-Fi接続が非常にスムーズで、プログラミング作業中もスピーディな接続により仕事が進められて助かった。,今回のフライトではWi-Fi接続が非常にスムーズで、プログラミング作業中もスピーディな接続のおかげで仕事が進められて助かった。,-,-,-,-,-,-,先月アメリカ行きの飛行機では、Wi-Fiが非常に遅く、重要な情報を探すことができず、料金を支払う価値がなかった。,機内Wi-Fiが非常に遅く重要な情報を探せなかったため、料金を支払う価値がなかった。,-,-,-,E180-E2,2025-02-04,NRT-LHR,Economy Class,True,5,1,3,4,3,3,3,4
86,17,2024-11-14,先月、久しぶりに海外旅行でアメリカに行くために、こちらの航空会社を利用しました。私は身長が高いので、機内での座席の快適さには特に気を遣います。搭乗した機材はさらに広い足元スペースがあり、足を完全に伸ばせてリラックスできました。機内エンターテイメントも楽しみにしていたのですが、短時間でも接続が切れるので、オンラインで映画を観ることができず、非常に不満だった。せっかくの旅行の気分を盛り上げてくれるサービスを期待していただけに残念でした。総合的には快適なフライトでしたが、次回も利用したいです。,-,-,-,-,-,-,身長が高い私でも、広い足元スペースのおかげで足を完全に伸ばしてリラックスできました。,-,-,短時間でも接続が切れるため、オンラインで映画を観ることができず、旅行気分を盛り上げるサービスが期待外れで非常に不満だった。,-,-,-,-,A390-100,2024-11-13,HND-LHR,Business Class,True,4,3,5,3,4,3,4,4
87,12,2025-04-29,最近、海外旅行で長時間のフライトを利用しました。私は普段から運動をしているので、座席の快適さには特に気を遣っています。でも、足元が狭すぎて、長時間のフライトではかなり窮屈に感じました。改善が必要です。食事のメニューも気を使っていて、ダイエット中なので低カロリーの食事を頼んだのですが、提供された食事が全く低カロリーでなく、選択肢の無さに失望しました。しかし、機内サービスは概ね良好で、飲み物のサービスがとても迅速でした。乾ききった喉にちょうど良いタイミングで冷たい水が届き、とても良かったです。,飲み物のサービスが迅速で、乾いた喉に丁度良いタイミングで冷たい水が提供された。,-,-,-,-,飲み物のサービスが迅速で、乾いた喉に丁度良いタイミングで冷たい水を提供してくれた点が非常に良かった。,-,ダイエット中に低カロリー食を頼んだのに、実際に提供された機内食は全く低カロリーではなく、選択肢の無さに失望した。,ダイエット中に低カロリー食を頼んだのに、実際に提供された機内食は全く低カロリーではなく、選択肢の無さに失望した。,-,-,-,-,足元が狭すぎて、長時間のフライトではかなり窮屈に感じました。,E180-E2,2025-04-28,NRT-CDG,Premium Economy,True,3,4,1,2,4,4,4,4
88,38,2025-02-15,先月、久しぶりに海外旅行でアメリカに行ってきました。私は普段から仕事でパソコン作業が多いため、飛行機の中でも仕事をするために、航空会社のサイトで事前にWi-Fiサービスの利用を申し込んでおきました。しかし、いざ飛行機に乗りWi-Fiを使おうと思ったら、全く使えず。機内での数時間の滞在時間を有効に使おうと思っていたのに、時間を無駄にしただけでなく、疲れも倍増してしまいました。さらに、機内食を事前予約していたのですが、食事を頼んだ時、私のアレルギーについて尋ねられることなく、アレルゲンが含まれているものが出されてしまいました。アレルギー反応が出てしまい、とても残念な思いをしました。もっと配慮が必要だと感じました。,-,-,-,-,-,-,-,事前予約した機内食で、アレルギーについて確認されず、アレルゲンを含む食事が提供されたため、アレルギー反応が出てしまった。,事前予約した機内食で、アレルギーについて確認されず、アレルゲンを含む食事が提供されたため、アレルギー反応が出てしまった。,事前に申し込んだ機内Wi-Fiが全く使えず、仕事をする予定だった数時間の飛行時間を無駄にしてしまった。,事前に申し込んだWi-Fiサービスが全く使えず、機内での時間を無駄にしてしまった。,事前予約したWi-Fiサービスが全く使えず、機内での時間を無駄にし、疲れが倍増した。,機内食を事前予約していたのに、アレルギーについて確認されることなくアレルゲンを含む食事が提供され、アレルギー反応が出てしまった。,-,B830-10,2025-02-14,HND-CTS,Economy Class,False,1,3,3,3,3,1,2,3
89,90,2024-11-26,孫の大学入学を祝ってハワイに連れて行ってあげることにしたの。孫は喜んでくれたけど、親元を離れて一人暮らしをすると思うと心配で仕方ないわ。長距離のフライトになるけど、座席のスペースが広く、隣の乗客との接触が少なくて非常に快適でした。孫と一緒に過ごす時間も大切だけど、フライト中も仕事をしたいと考えていたの。幸いなことに、長時間のフライト中、Wi-Fiが安定していて快適に過ごせたわ。次回もWi-Fiを使用して仕事をしたいと思った。でも、前のフライトでは飛行機内でネットが使えないと、孫と連絡が取れないので困ったわ。旅行中にWi-Fiを利用したいと思っていたのに、接続が全然ダメだった。今回快適にネットが使えて本当に助かった。,-,長時間のフライト中、Wi-Fiが安定していて仕事ができ、快適に過ごせました。,長時間のフライト中、Wi-Fiが安定していて仕事ができ、前回は接続できなかったのに今回は快適にネットが使えて助かった。,-,-,-,座席のスペースが広く、隣の乗客との接触が少なくて非常に快適でした。,-,-,前回のフライトでは機内Wi-Fiの接続が全然ダメで、孫と連絡が取れなくて困った。,-,-,-,-,B812-6,2024-11-25,HND-CTS,Premium Economy,True,5,4,4,3,3,4,3,3
90,25,2025-02-02,家族と一緒に海外旅行へ出かけた。フライト中に子どもたちが退屈しないようにWi-Fiを使いたかったが、接続が遅くて全く役に立たなかった。旅行の重要な部分が台無しになった。しかし、帰りのフライトでは機内Wi-Fiが非常にスムーズで、途中で切れることなく、フライトの間中ずっと快適にインターネットを使えた。さらに、機内食を注文した際、スタッフが食事の温度や配膳に気を使ってくれて、どんな細かな要望にも対応してくれた。,スタッフが食事の温度や配膳に気を配り、細かな要望にも柔軟に対応してくれた。,帰りのフライトではWi-Fiが非常にスムーズで、途中で切れることなく、フライト中ずっと快適にインターネットを使えた。,帰りのフライトでは機内Wi-Fiが非常にスムーズで、途中で切れることなく、フライト中ずっと快適にインターネットを使えた。,-,-,機内食の注文時に、スタッフが食事の温度や配膳に気を配り、細かな要望にも柔軟に対応してくれた。,-,-,-,行きのフライトでは、Wi-Fi接続が遅すぎて全く役に立たず、子どもたちが退屈せずに過ごせるはずの旅行の重要な部分が台無しになった。,往路のフライト中、Wi-Fi接続が遅すぎて全く使えず、旅行体験の重要な部分が台無しになった。,-,-,-,S385-TP,2025-02-01,HND-ITM,Economy Class,True,4,4,4,4,3,3,4,3
1,92,2025-01-09,"先日はBricks Airwaysを利用してヨーロッパへ出張に行ってきました。私は普段からジャズを好んで聴いているのですが、長距離のフライトの間はちょうどBGM代わりになると考え、機内で用意されている音楽コンテンツを楽しみにしていました。しかし、プレイリストを見ると、なんと最新K-POPと90年代ロックしかありません。静かな曲を探すのに30分ほど無駄にしてしまい、少し残念でした。

ただ、フライト中に観た映画は非常に面白く、退屈することはありませんでした。ストーリーも展開が早く、気づけばあっという間に上映が終わってしまいました。機内エンターテイメントの充実度は高く評価できる点だと思います。次回も機会があればBricks Airwaysを利用したいと考えています。",-,映画は非常に面白く展開が早かったため退屈せず、全体的なエンターテイメントの充実度は高く評価できる。,-,-,-,-,-,-,-,-,-,-,-,-,A470-900,2025-01-08,HND-ITM,Economy Class,True,4,5,4,3,3,3,4,4
2,21,2025-01-12,先日は初めての海外旅行で緊張していたのですが、空港のラウンジで、スタッフが非常に快適に過ごせるように配慮してくれ、リラックスできる時間を提供してくれたのでとても助かりました。素晴らしいサービスだったと思います。実際に飛行機に乗ってみても、飛行機内のスクリーンが大きく、映画を観る際に視覚的な楽しさが倍増しました。,-,飛行機内のスクリーンが大きく、映画鑑賞時の視覚的な楽しさが倍増しました。,-,-,空港ラウンジのスタッフが快適に過ごせるよう配慮してくれたおかげで、初めての海外旅行での緊張がほぐれリラックスできました。,-,-,-,-,-,-,-,-,-,A392-300,2025-01-11,HND-ITM,Premium Economy,True,5,5,3,4,3,3,3,4
3,96,2024-12-23,先日利用した航空サービスは本当に素晴らしかった。普段から海外旅行が趣味でよく利用するが、今回は特に感動した。機内でのサービスが迅速で、何度も頼んだことを丁寧に対応してくれた。安心感があり、全体的に非常に良かった。料金に見合った素晴らしいサービスがあり、非常に快適なフライトとなった。コスパが良いと感じた。次回もまた利用したい。,-,-,-,料金に見合った素晴らしいサービスがあり、コスパが良いと感じた。,-,機内でのサービスが迅速で、何度も頼んだことを丁寧に対応してくれて安心感があった。,-,-,-,-,-,-,-,-,S410-XLR,2024-12-22,NRT-CDG,Business Class,True,5,4,4,3,4,3,4,4
4,64,2024-12-21,先日は開発合宿で東京に行っており、帰りの飛行機でがっかりさせられました。出発前にビジネスクラス向け高速Wi-Fiと書かれていたので期待していたのですが、実際は低帯域でIDEがクラッシュするほどでした。看板に偽りありとしか思えませんでした。また、手荷物を預けた後、座席のシートベルトが緩んでいたのでスタッフに指摘しましたが、あまりにも無関心な対応でした。さらに座席のクッションが壊れていたことも伝えましたが、こちらも無視されてしまい、対処してもらえませんでした。,-,-,-,-,-,-,-,-,-,高速Wi-Fiと謳われていたのに実際は低帯域で、IDEがクラッシュするほど接続状態が悪かった。,ビジネスクラス向けと謳われていた高速Wi-Fiが実際は低帯域でIDEがクラッシュするほど品質が悪く、広告内容と実際のサービスが一致していませんでした。,手荷物を預けた後、座席のシートベルトの緩みとクッションの破損を伝えたにも関わらず、スタッフが無関心で対処してくれなかった。,シートベルトの緩みとクッションの破損を伝えたにも関わらず、スタッフは無関心な態度で対応せず、問題を無視されてしまいました。,シートベルトが緩んでおり、座席のクッションも壊れていたにも関わらず、スタッフに指摘しても無関心な対応で対処してもらえませんでした。,A392-300,2024-12-20,HND-CTS,Premium Economy,False,1,1,4,4,4,3,2,4
5,84,2024-12-26,先日初めて利用した航空会社で、スポーツイベントを観戦するために旅行したのですが、機内エンターテイメントでスポーツイベントの中継があると思っていたのに、全くありませんでした。非常に残念です。しかし、フライト中に緊急事態が発生し、乗務員がすぐに冷静に対処してくれ、乗客全員に安心感を与えてくれた。非常に頼もしいと感じました。,-,-,-,-,-,緊急事態発生時に乗務員が冷静かつ迅速に対応してくれたおかげで安心感を得られた。,-,-,-,-,-,-,-,-,A450-800,2024-12-25,HND-CTS,Premium Economy,True,4,2,4,3,4,4,5,4
6,65,2025-04-10,最近、家族で海外旅行に行くために航空券を予約したのですが、正直料金が高く感じました。実際にサービスを利用してみても、料金に見合ったサービスが提供されているとは思えず、コストパフォーマンスが悪いと感じました。チェックインの際には、スタッフのミスで航空券が無効にされてしまい、再発行のために余計な手間がかかりました。航空券の確認をもっと慎重に行ってほしかったです。一方、フライト中は機内Wi-Fiを使って簡単にネットにアクセスでき、事前に調べたかったこともスムーズに調べられて非常に便利でした。,-,機内Wi-Fiが利用でき、簡単にネットにアクセスできたので、事前に調べたいことをスムーズに調べられて非常に便利だった。,フライト中はWi-Fiを使って簡単にネットにアクセスでき、事前に調べたいことをスムーズに調べられて非常に便利でした。,-,-,-,-,-,-,-,料金が高いのに見合ったサービスが提供されておらず、コストパフォーマンスが悪いと感じました。,チェックインの際にスタッフのミスで航空券が無効になり、再発行の手間がかかったので、もっと慎重な確認をしてほしかった。,-,-,A425-900,2025-04-08,HND-SFO,Premium Economy,False,3,3,4,3,3,3,4,2
7,105,2024-12-20,海外旅行中に家族と離れて一人で帰国する子供と、初めての海外旅行で大変楽しみにしていた家族でしたが、機内Wi-Fiが全く使えなかったので、子どもと連絡が取れず非常に困った。旅行中にWi-Fiを利用したいと思っていたのに、まったく接続できなかった。価格は高いが、それに見合った素晴らしい快適さと、航空会社の対応が良かったのは救いだった。出された料理が全体的に塩辛く、口に合わなかった。フライトが長いだけに、この食事で長時間過ごすのは辛かった。,-,-,-,価格は高いが、素晴らしい快適さと良い対応が得られた。,航空会社の対応が良く、それが高い価格に見合った救いになった。,航空会社の対応が良く、救いになった。,価格は高いものの、それに見合った素晴らしい快適さがあった。,料理が全体的に塩辛く口に合わず、長時間のフライトで辛い思いをした。,料理が全体的に塩辛く口に合わず、長時間のフライトで辛い思いをした。,機内Wi-Fiが全く使えず、子どもと連絡が取れなかったため非常に困った上、旅行中も接続できなかった。,高い料金を支払ったのに機内Wi-Fiが全く使えず、子どもと連絡が取れなかった。,-,-,-,S385-TP,2024-12-19,HND-LHR,Business Class,False,3,4,3,2,3,2,4,3
8,56,2025-02-17,最近海外旅行が趣味でよく利用する航空会社だが、今回他の航空会社より高い料金を払ったが、フライト中の体験が期待外れだった。搭乗前に期待していたサービスがあまり提供されず残念だった。次回はよりリーズナブルな選択肢を選ぶかもしれない。しかし、以前利用した時は料金が高いが、それに見合った素晴らしいサービスと快適なフライト体験ができ、納得できた。やはり利用する時期や運によってサービスに差があるのかもしれない。,-,-,-,以前は高い料金でしたが、素晴らしいサービスと快適なフライト体験が提供され、支払った金額に見合う価値がありました。,-,-,-,-,-,-,高い料金を支払ったにもかかわらず、期待していたサービスが提供されず、フライト体験が期待外れだった。,-,-,-,B845-9,2025-02-16,HND-SFO,Premium Economy,True,3,3,4,4,2,3,4,3
9,31,2025-04-26,娘の大学留学先に向かうために利用しました。海外は初めてで、できれば効率的な移動方法や地域特化のTipsなど、もっと現地情報が充実していると嬉しいです。高額なチケット代でも納得できるサービスだったので良かったです。特にフライト中の食事やエンタメが非常に充実していたので、快適に過ごすことができました。フライト中、急な変更に対応してくれたスタッフの迅速な対応に感謝しています。大きな不安を感じることなくフライトを終えることができました。,フライト中の食事が非常に充実していて快適に過ごせました。,フライト中のエンタメが非常に充実していたので、快適に過ごすことができました。,-,高額なチケット代でも納得できるサービスで、特にフライト中の食事やエンタメが非常に充実していたため快適に過ごせました。,フライト中の急な変更に対して、スタッフが迅速に対応してくれたおかげで大きな不安なく過ごせました。,フライト中の急な変更に対して迅速に対応してくれたスタッフのおかげで、大きな不安を感じることなく旅を終えることができました。,-,-,-,-,-,現地情報がもっと充実していると嬉しいです。効率的な移動方法や地域特化のTipsなどが不足していました。,-,-,A470-900,2025-04-25,HND-CTS,First Class,True,4,2,3,4,4,3,4,3
10,4,2025-02-14,初めての海外旅行で、長時間のフライトに備えて期待していたのは機内エンタメでしたが、残念ながらほぼ旧作映画やドラマばかりで、見たことあるものばかりでした。探すのも億劫になり暇つぶし不足が辛かったです。しかし、Bricks Airwaysのスタッフの配慮には感動しました。飲み物や軽食をこまめに提供してくれたおかげで、身体の疲れを感じることなく快適に過ごすことができました。結果的に、Bricks Airwaysの機内エンタメは種類が豊富で、長時間のフライトも退屈せずに過ごせました。次回もこの航空会社を利用したいと思います。,スタッフが飲み物や軽食をこまめに提供してくれたおかげで、身体の疲れを感じることなく快適に過ごせました。,種類が豊富で長時間のフライトも退屈せずに過ごせました。,-,-,-,飲み物や軽食をこまめに提供してくれたおかげで、身体の疲れを感じることなく快適に過ごすことができました。,-,-,-,-,-,-,-,-,B830-10,2025-02-13,HND-ITM,Economy Class,True,4,2,4,4,3,3,4,4
71,28,2025-01-22,先日は長時間のフライトでした。座席が広くて快適に過ごせましたし、足元のスペースも十分に確保されていて良かったです。ただ、映画を楽しみにしていたのですが、飛行中の12時間のうちに途中で音声が左チャンネルだけになり臨場感が全くなくなってしまいました。ヘッドホンを交換しても改善されなかったので、結局映画を諦めて寝返りを打ち続けた結果、腰を痛めてしまいました。,-,-,-,-,-,-,座席が広く、足元のスペースも十分に確保されていて快適に過ごせました。,-,-,-,-,-,-,-,E180-E2,2025-01-21,NRT-CDG,First Class,False,3,2,4,3,3,3,4,4
72,27,2025-05-08,私は普段あまり海外旅行に行く機会がないのですが、今回初めてヨーロッパに行くことになり、ワクワクしながら成田空港に向かいました。初めての空港で少し不安だったのですが、空港のスタッフが非常に親切で、スムーズに案内してくれました。わかりやすく、迅速に対応してくれたので、安心してフライトを楽しむことができました。機内では、機内Wi-Fiの接続速度が早く、動画や音楽のストリーミングが途切れず楽しめました。快適なフライトを満喫でき、大満足の旅行となりました。,-,機内Wi-Fiの接続速度が早く、動画や音楽のストリーミングが途切れず楽しめました。,機内Wi-Fiの接続速度が早く、動画や音楽のストリーミングが途切れずに楽しめました。,-,初めての空港で不安でしたが、スタッフが非常に親切で、わかりやすく迅速に案内してくれたおかげで安心してフライトを楽しむことができました。,-,-,-,-,-,-,-,-,-,A430-200,2025-05-07,NRT-SIN,Business Class,True,5,4,3,4,3,4,4,4
73,5,2025-04-01,私は普段から仕事で海外出張することが多く、最近もアメリカへの長時間フライトを利用しました。座席が狭くて長時間のフライトがとても辛かったです。隣の人とぶつかってしまい、快適ではありませんでした。フライト中は機内のWi-Fiに接続して仕事の資料をチェックしていたのですが、知らないうちに接続が切れて、動画のストリーミングが途切れてしまいました。サービスの安定性が欠けていると感じました。,-,-,-,-,-,-,-,-,-,フライト中にWi-Fi接続が突然切れてしまい、動画ストリーミングが途切れるなど、サービスの安定性に欠けていました。,-,-,-,座席が狭く、隣の人とぶつかってしまい、長時間フライトが非常に辛かった。,B845-9,2025-03-31,NRT-LHR,Premium Economy,False,2,2,1,4,4,3,3,3
74,52,2025-02-25,先日利用した航空サービスは残念な点が多かった。価格に対して期待したよりもサービスがシンプルで、支払った金額に見合った価値が提供されなかった。長時間のフライトで座席に座っていると肩が凝りやすかった。もっと快適なシートにしてほしい。また、機内エンターテイメントの字幕が小さくて視覚的に非常に疲れた。もう少し大きくしてほしい。私は普段から仕事で頻繁に飛行機を利用しているが、今回の体験は特に不満が残った。,-,-,-,-,-,-,-,-,-,-,支払った金額に見合ったサービスが提供されず、シンプルすぎる内容だった。,-,-,長時間のフライトで座席に座っていると肩が凝りやすく、もっと快適なシートにしてほしい。,A450-800,2025-02-24,HND-CTS,First Class,False,2,2,2,3,3,4,4,3
75,75,2024-11-25,先日利用した航空サービスが残念な出来でした。隣の席の乗客がトラブルを起こしていた際、スタッフの対応が非常に遅かったです。もう少し迅速で効果的な対応をしてほしかったです。フライト中の安全は最優先であるべきだと思います。私自身は問題なく過ごせたものの、赤ちゃん連れの家族が大変そうでした。特に赤ちゃん用の食事が無くて、子どもが空腹で泣き続ける羽目に。子ども向けのメニューがあるともっと楽になるのにと思いました。そもそも高い料金を払った割には特別なサービスが提供されず、非常にがっかりしました。,-,-,-,-,-,-,-,赤ちゃん用の食事が提供されておらず、子どもが空腹で泣き続けることになったため、子ども向けのメニューがあると良いと思いました。,赤ちゃん用の食事が提供されておらず、子どもが空腹で泣き続けることになったため、子ども向けのメニューがあると良いと思いました。,-,高い料金を支払ったにもかかわらず、特別なサービスが提供されず非常に失望した。,-,隣席の乗客がトラブルを起こした際の対応が非常に遅く、もっと迅速で効果的な対応をしてほしかった。,-,A430-200,2024-11-24,HND-SFO,Premium Economy,False,2,3,3,2,2,4,1,4
76,63,2025-02-14,先日利用した航空会社のサービスについて思うところがあったので書きます。まず、羽田からLAへのフライトの際、機内で前の席の男性がひじ掛けをめいっぱい広げて座っていたので、席を移動できないかと思いスタッフに頼んだのですが、全く協力的でなく、むしろ面倒くさそうに応対していたのが残念でした。航空会社としてのプロフェッショナリズムを感じられませんでした。一方、LAからの帰りのフライトはシートピッチが広く、足を伸ばして座ることができたので、快適に過ごせました。ただ、セキュリティチェックで何度も並ばされ、待機時間が長く、乗り継ぎ時間がギリギリになってしまったのはストレスでした。スタッフはあまり手際よく動かず、もっとスムーズな運営を望みます。私はLAで留学していたので、この路線は頻繁に利用していました。,-,-,-,-,-,-,LAからの帰りのフライトはシートピッチが広く、足を伸ばして座ることができたので快適に過ごせました。,-,-,-,-,セキュリティチェックで何度も並ばされ待機時間が長く、乗り継ぎがギリギリになるほどスタッフの動きが手際よくなかった。,席移動の相談をした際、スタッフが面倒くさそうに応対し、プロフェッショナリズムを感じられなかった。,前の席の男性がひじ掛けを広げて座っていたため窮屈で、席の移動を頼んだがスタッフは非協力的だった。,A470-900,2025-02-13,NRT-LHR,First Class,False,3,4,4,4,3,4,3,3
77,60,2024-11-13,私は仕事でよく海外に行くので、航空会社を頻繁に利用します。最近、ある航空会社のビジネスクラスを利用しました。ビジネスクラスで提供された食事は、まるでレストランで食べるようなクオリティだった。見た目も美しく、食べるのが楽しみだった。しかし、隣の席との間隔が狭く、他の乗客との接触が気になりました。もう少しスペースが欲しいです。長時間のフライトで疲れましたが、食事の満足感で多少は救われました。,ビジネスクラスの食事はレストラン並みの高品質で、見た目も美しく食べる楽しみがあり、長時間フライトの疲れを和らげてくれました。,-,-,-,-,-,-,-,-,-,-,-,-,隣の席との間隔が狭く、他の乗客との接触が気になるため、もう少しスペースが欲しい。,A450-800,2024-11-12,NRT-LHR,Economy Class,True,4,4,2,5,3,3,3,4
78,48,2024-11-22,私は普段、仕事の関係で南米と日本を頻繁に往復しています。最近、成田までのフライトを利用しました。残念ながら、サービスにいくつか不満がありました。まず、他の航空会社と比較してもWi-Fiが最悪だった。接続中に切れてしまい、仕事が全然進まなかった。さらに、温かい飲み物をリクエストしたのに、冷めた飲み物を提供されたことにかなり驚いた。長時間のフライトでは機内エンターテイメントも楽しみにしていたが、南米から成田までの15時間、スクリーンが真っ暗のままで、相談しても満席で席の移動は無理との一点張りで、支払った金額を返して欲しいと思った。,-,-,-,-,-,-,-,温かい飲み物をリクエストしたのに冷めた飲み物が提供された。,温かい飲み物をリクエストしたのに冷めた飲み物が提供された。,Wi-Fiの接続が途中で切れてしまい、仕事が全く進められなかった。,15時間のフライトでスクリーンが故障したまま対応されず、支払った料金に見合わないサービスだった。,-,温かい飲み物をリクエストしたのに冷めた飲み物を提供され、スクリーンの不具合を相談しても席の移動は無理との一点張りだった。,-,S385-TP,2024-11-21,HND-SFO,Premium Economy,False,1,1,4,1,4,1,4,3
